KSIC코드,업종명,레벨,정의,예시,제외
46492,시계 및 귀금속 제품 도매업,세세분류,"각종 귀금속 및 귀금속 제품, 시계 등을 도매하는 산업활동을 말한다.","시계 및 시계 부품 도매 / 보석 도매 / 귀금속제 장신구 도매 / 귀석제품 도매 / 루비, 진주 도매 / 시계 케이스 도매",귀금속 광물 도매(46722)
46493,"안경, 사진장비 및 광학용품 도매업",세세분류,"안경 및 콘택트 렌즈, 사진장비, 사진용품 및 광학용품 등을 도매하는 산업활동을 말한다.","사진용품(필름 포함) 도매 / 망원경, 쌍안경 도매 / 광학기구 도매 / 선글라스 도매 / 안경 도매 / 콘택트 렌즈 도매 / 현미경 도매",영사기 및 영화촬영기 도매(46593) 도
46499,그 외 기타 생활용품 도매업,세세분류,"그 외 기타 생활용품 도매업으로서 광택제, 접착제 등의 소비용 화학 제품 및 기타 생활용품 또는 소비자용 잡제품을 도매하는 산업활동을 말한다.","청소용품 도매 / 흡연용품 도매 / 파라솔 도매 / 양산 및 우산 도매 / 칫솔, 비, 솔, 걸레 도매 / 소화기 도매 / 광택제, 접착제 등 가정용 화학제품 도매",
465,기계장비 및 관련 물품 도매업,소분류,"컴퓨터, 가전제품, 산업용 기계․장비 및 기타 기계․장비를 도매하는 산업활동을 말한다.",,
46510,"컴퓨터 및 주변장치, 소프트웨어 도매업",세세분류,"각종 컴퓨터 및 주변장치, 각종 소프트웨어를 도매하는 산업활동을 말한다.","데스크톱 PC 도매 / 노트북 PC 도매 / 범용성 소프트웨어 도매 / 컴퓨터 프린트기 도매 / 게임용 소프트웨어 도매 / 마우스, 키보드, 스캐너 도매",
46521,가전제품 및 부품 도매업,세세분류,가정용 전기․전자제품 및 비설치용 전기 난방기구 등을 도매하는 산 업활동을 말한다. 가스 레인지 등 가정용 비전기식 조리 및 난방기구,영상기기 도매 / 음향기기(오디오 등) 도매 / 가정용 냉 / 난방기(전기식) 도매 / 가정용 전열기기 도매 / 전자 레인지 및 전기 밥솥 도매 / 전기 면도기 도매 / 전기 담요 도매 / 가스 레인지 도매 / 가정용 비전기식 조리 및 난방기구 도매 / 유선 전화기 및 휴대폰 도매 / 텔레비전 방송장치 도매 / 도매 및 소매업 / 통신 교환기 도매 / 폐쇄회로 카메라 도매 / 위성 안테나 등 송 / 수신 안테나 도매 / 전송장치 도매 / 팩시밀,설치용 배관 및 난방장치 도매(46621) / 46522 통신 / 방송장비 및 부품 도매업 / 유 / 무선 통신장비 및 방송장비 등을 도매하는 산업활동을 말한다. / 가정용 캠코더 도매(46521)
4653,산업용 기계 및 장비 도매업,세분류,"농․임업용 기계․장비, 건설 및 광업용 기계․장비, 금속 공작 및 목 공용 기계․장비, 기타 산업용 기계․장비를 도매하는 산업활동을 말 매 한다.",,
46531,농림업용 기계 및 장비 도매업,세세분류,"농업용 경작기, 파종기, 수확기, 잔디 깎는 기계, 축산용 기계장비, 정 원용 기계, 임업용 기계장비를 도매하는 산업활동을 말한다.",농업용 기계 도매 / 축산용 기계 / 장비 도매 / 정원용 기계 도매 / 임업용 기계 / 잔디 깎기 도매 / 46532 건설 / 광업용 기계 및 장비 도매업 / 각종 건설 또는 광업용 기계 및 장비를 도매하는 산업활동을 말한다. / 셔블(shovel) 도매 / 굴정기 및 굴착기 도매 / 도로 포장기 도매 / 그레이더 및 스크레이퍼 도매 / 착암기 도매 / 광물 선별기 및 파쇄기 도매 / 대분류 G,
46533,공작용 기계 및 장비 도매업,세세분류,"금속 주조, 압연, 절삭 및 성형기계와 목재, 석재, 경질 고무, 플라스 틱 등의 경질 물질을 냉간 가공하는 각종 가공 공작기계 및 전동 공 구 등 관련 장비를 도매하는 산업활동을 말한다.","선반 및 밀링기 도매 / 석재 가공기계 도매 / 형삭 및 드릴링기 도매 / 냉간 유리 가공기계 도매 / 목공 기계 및 장비 도매 / 프레스기 도매(금속용) / 경질 물질 가공 공작기계 도매 / 전동 공구, 기계 공구 도매",
46539,기타 산업용 기계 및 장비 도매업,세세분류,"식품․섬유․화학산업용 기계 및 장비, 비금속 광물제품 성형기계 및 장비, 각종 상업 및 서비스 산업용 기계 및 장비를 도매하는 산업활 동을 포함한다.",제지산업용 기계 / 장비 도매 / 인쇄 및 제본용 기계 / 유리 성형용 기계 / 플라스틱 성형용 기계 / 용접기 도매,
46591,사무용 가구 및 기기 도매업,세세분류,컴퓨터 이외의 사무용 기기를 도매하는 산업활동을 말한다.,도매 및 소매업 / 사무용 가구 도매 / 금전 등록기 도매 / 복사기 도매 / 전자 계산기 도매,
46592,의료 기기 도매업,세세분류,"내과, 외과 및 수의 기기 등 각종 의료 기기를 도매하는 산업활동을 말한다.","의료용 가구 도매 / 내과, 외과 및 수의 기기 도매 / 의료용 X선 기구 도매","의료용품 및 신체보정용 정형외과용품 도매(46442) / 안경, 쌍안경, 사진기 및 기타 생활용 광학용품 도매(46493)"
46593,정밀 기기 및 과학 기기 도매업,세세분류,각종 정밀 기기 및 과학 기기를 도매하는 산업활동을 말한다.,제도 및 측량 기구 도매 / 측정 및 계량기 도매 / 물리 시험 기구 도매 / 과학 기구 및 장비 도매 / 이화학용 기구 도매 / 산업공정 측정 및 통제 기구 도매 / 미촬영 영화용 필름 도매 / 영화촬영기 도매 / 영사기 도매,"의료용품 및 신체보정용 정형외과용품 도매(46442) / 안경, 쌍안경, 사진기 및 기타 가정용 광학용품 도매(46493)"
46594,수송용 운송장비 도매업,세세분류,"대분류 G 자동차, 자전거를 제외한 각종 운송용 장비를 도매하는 산업활동을 말한다.","기차 및 지하철 도매 / 항공기 도매 / 선박 도매 / 전기 제어반 및 배전반 도매 / 발전기, 변압기, 정류기 도매 / 전동기 도매 / 저항기 도매 / 개폐장치 도매 / 전자 부품 및 전자관 도매 / 피뢰장치 도매 / 형광등용 초크코일(안정기) 도매","자동차 판매(45) / 46595 전기용 기계 / 장비 및 관련 기자재 도매업 / 전기용 기계 / 장비 및 관련 기자재를 도매하는 산업활동을 말한다. / 반도체, 트랜지스터 등의 전자부품을 도매하는 경우도 포함한다. / 전구 도매(46432) / 각종 전지 및 케이블 도매(46596)"
46596,전지 및 케이블 도매업,세세분류,"일차전지, 이차전지(축전지) 및 절연선, 케이블과 절연 코드 세트 및 기타 관련 기자재를 도매하는 산업활동을 말한다.",전화용 선 및 케이블 도매 / 도매 및 소매업,전구 도매(46432)
46599,그 외 기타 기계 및 장비 도매업,세세분류,그 외 기타 일반 목적용으로 사용되는 기계 및 장비를 도매하는 산업 활동을 말한다.,"밸브 도매 / 펌프 및 공기 압축기 도매 / 송풍기 및 환풍기 도매 / 구름(볼 및 롤러)베어링 도매 매 / 기계류 동력 전달장치 도매 / 소화장비 도매 / 물품 취급장비 도매 / 엔진(기관) 및 터빈 도매(항공기, 자동차, 이륜 자동차용 제외) / 기중기 도매",자동차 엔진 도매(45212) / 항공기 엔진 도매(46594) / 이륜자동차(오토바이) 엔진 도매(45301)
466,"건축 자재, 철물 및 난방장치 도매업",소분류,"일반 건축 자재, 철물 및 냉․난방장치, 기타 건축 자재를 도매하는 산업활동을 말한다.",,
4661,일반 건축자재 도매업,세분류,"원목 및 건축관련 목제품, 골재, 벽돌 및 시멘트, 판유리 등을 도매하 는 산업활동을 말한다.",,
46611,원목 및 건축관련 목제품 도매업,세세분류,"원목, 건축용 목재 공작물, 가공 목재제품, 재생목재 등을 도매하는 대분류 G 산업활동을 말한다.","나무 판재 도매 / 나무 각재 도매 / 목재 창호(건구, fittings) 도매 / 합판 도매",
46612,"골재, 벽돌 및 시멘트 도매업",세세분류,"석회 및 각종 시멘트, 골재 등을 도매하는 산업활동을 말한다. 비내화",플라스터 도매 / 혼합 모르타르 도매 / 쇄석 도매 / 석회 도매 / 기와 도매 / 내화 및 비내화 벽돌 도매 / 콘크리트 제품 도매 / 레미콘 도매 / 대리석(인조 대리석 포함) 도매,
46613,유리 및 창호 도매업,세세분류,건축용 유리제품 및 창호를 도매하는 산업활동을 말한다. 광학용 유,플라스틱 또는 금속제 문 도매 / 판유리 도매 / 건축용 유리 도매 / 복층 절연유리 도매 / 창틀(목재 제외) 도매 / 중앙 난방장치 도매 / 중앙 냉방장치 도매 / 배관장치 도매 / 보일러 도매 매,"생활용 및 주방용 유리제품 도매(4643) / 유리섬유 도매(46799) / 목재 창호 도매(46611) / 도매 및 소매업 4662 냉 / 난방장치 및 철물, 수공구 도매업 / 철물 및 수공구, 배관 및 냉 / 난방 장치 등을 도매하는 산업활동을 / 말한다. 46621 배관 및 냉 / 난방장치 도매업 / 설치용 냉 / 난방장치 및 배관장치 등을 도매하는 산업활동을 말한다."
46622,"철물, 금속 파스너 및 수공구 도매업",세세분류,"일반 철물, 금속 파스너 및 각종 용도의 수공구 등을 도매하는 산업 활동을 말한다.","건축관련 철물 도매 / 가정용 수공구 도매 / 열쇠 및 자물쇠 도매 / 농 / 제조업용 수공구 도매 / 못, 볼트 도매 / 비동력식 잔디깎이용 수공구","주방용 금속제품 및 날붙이(칼, 가위, 면도기 등) 도매(46433) / 비설치용 난방용구 도매(46521) / 전동공구, 기계공구 도매(46533)"
4669,기타 건축자재 도매업,세분류,"도료, 벽지, 장판류 및 기타 분류되지 않은 건축자재를 도매하는 산업 활동을 말한다. 각종 건축자재를 종합적으로 도매하는 산업활동도 여",,
46691,도료 도매업,세세분류,"유성 도료, 수성 도료, 방수액 등 도료 및 관련 제품을 도매하는 산업 활동을 말한다.",형광 도료 도매 / 래커 도매 / 페인트 도매 / 요업용 도료 도매 / 바니시 도매 / 옻칠제품 도매 / 방수액 도매,
46692,벽지 및 장판류 도매업,세세분류,"각종 재질의 벽지, 장판, 바닥깔개(직물제품 제외) 등을 도매하는 산 업활동을 말한다.","리놀륨 도매 / 화문석 및 유사 조물제품 도매 / 장판지 및 마루덮개 도매 / 융단 원단 도매 / 벽지(직물, 종이, 플라스틱제 포함) 도매",봉제 카펫(생활용) 도매(46419)
46699,그 외 기타 건축자재 도매업,세세분류,"방음용, 단열용 재료, 석고 보드, 천장재, 타일, 위생용 및 내화용 요 업제품 등의 건축자재를 도매하는 산업활동을 포함한다. 각종 건축자 재를 종합적으로 도매하는 산업활동도 포함한다.","건축용 타일 도매 / 바닥 내장재 도매 / 금속제 난간 도매 / 스티로폼 도매 / 도매 및 소매업 / 욕조, 세면대, 변기 도매 / 건축용 칸막이 도매 / 조립식 건물자재 세트 도매",
467,기타 전문 도매업,소분류,"화학제품, 연료 및 관련제품, 재생 재료 및 기타 산업용 중간재 등을 도매하는 산업활동을 말한다.",,산업용 농 / 축산물 도매(4620)
4671,"연료, 연료용 광물 및 관련제품 도매업",세분류,각종 고체․액체․기체 연료와 이들의 관련제품을 도매하는 산업활동 을 말한다. 연료용 광물의 도매도 여기에 포함한다.,고체 / 액체 / 가스 연료 관련제품 도매 / 연료용 광물 도매,
46711,고체 연료 및 관련제품 도매업,세세분류,각종 용도의 고체 연료와 이들의 관련제품을 도매하는 산업활동을 말 한다.,목탄 도매 / 장작 도매 / 석탄 및 토탄 도매 / 핵 연료 도매 / 착화탄 도매 / 코크스 도매,"양초, 발화성 물질 등 연료용 이외의 연소물질 도매(46499) / 대분류 G"
46712,액체 연료 및 관련제품 도매업,세세분류,각종 용도의 액체 연료 및 관련제품을 도매하는 산업활동을 말한다.,원유 도매 / 그리스 도매 / 벙커유 도매 / 알코올 연료 도매 / 기계유 도매 / 파라핀 도매,
46713,기체 연료 및 관련제품 도매업,세세분류,벌크 또는 충전 상태의 기체 연료 및 관련제품을 도매하는 산업활동 을 말한다.,"액화 석유 가스(LPG) 도매 / 연료 가스 도매 / 액화 천연 가스(LNG) 도매 / 강관, 강선, 강재, 강판 도매 / 관 이음새 도매 / 고압 도관 도매 / 비철금속 관 / 선 / 판재 도매 / 칼라 철판 도매 / 니켈 합금 도매 / 철근 도매","배관시설에 의한 연료가스 공급(352) / 4672 1차 금속제품 및 금속광물 도매업 금속 판 / 봉 / 관 및 유사 1차 금속제품 및 금속광물을 도매하는 산업 / 활동을 말한다. / 연료용 금속광물 도매(4671) / 46721 1차 금속제품 도매업 철 및 비철금속으로 만든 판재, 관, 선재, 철근 등의 1차 금속제품을 도매하는 산업활동을 말하며, 구매자의 요구에 따라 단순 절단활동이 병행될 수 있다. / 도매 및 소매업"
46722,금속광물 도매업,세세분류,각종 금속광물을 도매하는 산업활동을 말한다.,철광석 도매 / 비철금속 광물 도매 / 귀금속 광물 도매 / 보크사이트 도매,
4673,화학 물질 및 화학제품 도매업,세분류,"산업용 기초 화합물, 염료․안료 및 관련제품, 비료 및 농약, 합성고 무 및 플라스틱 물질 등을 도매하는 산업활동을 말한다.",,
46731,"염료, 안료 및 관련제품 도매업",세세분류,"각종 염료, 안료 및 관련제품을 도매하는 산업활동을 말한다.",안료 도매 / 염료 도매 / 착색제 도매 / 유연제 도매,
